"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_id"
"ENSG00000004478",187.534833456864,-0.0462788491746929,0.109147400878183,-0.424003217688562,0.671563466652167,0.871930742852851,"FKBP4"
"ENSG00000004487",272.007497654487,0.106941455075446,0.0707794625463697,1.51091080983252,0.130811176342755,0.437709373740802,"KDM1A"
"ENSG00000004534",752.34718591744,-0.155033255743099,0.094313754817242,-1.64380323997828,0.100216851903519,0.391772483661889,"RBM6"
"ENSG00000004660",74.1313410063823,-0.312491831534408,0.200358733802509,-1.55966164091667,0.118839861482698,0.420168362208439,"CAMKK1"
"ENSG00000004700",352.442632699866,0.0895516419520041,0.0575471838348588,1.55614290716619,0.119674113978864,0.421040072235798,"RECQL"
"ENSG00000004766",116.445070632994,-0.020648272542045,0.102339104367777,-0.201763271914527,0.84010179576863,0.939952790070901,"CCDC132"
"ENSG00000004776",3411.59334345109,0.25143495918667,0.112310543161851,2.23874760203347,0.0251723433459311,0.200729899018637,"HSPB6"
"ENSG00000004777",84.1958950741118,-0.339168624588357,0.126548070956176,-2.68015641823424,0.00735877649652044,0.106109815329064,"ARHGAP33"
"ENSG00000004779",194.191764805106,0.129035017624066,0.0917624569398754,1.40618529545926,0.159669109434073,0.477568867856866,"NDUFAB1"
"ENSG00000004799",3122.00694801906,-0.0202106567336897,0.22462650269956,-0.0899744976251605,0.92830748056151,0.97512584509456,"PDK4"
"ENSG00000004809",0.840377716092236,-0.404467812378224,0.211360959552024,-1.91363539054462,0.0556667597510591,NA,"SLC22A16"
"ENSG00000004838",6.71990311267361,-0.268766021212248,0.252168965592042,-1.06581720149916,0.286506283452466,0.618072339616581,"ZMYND10"
"ENSG00000004846",12.67931345727,-0.147465249490835,0.27094453661883,-0.54426360217882,0.586260089995127,0.829539744803916,"ABCB5"
"ENSG00000004848",0,NA,NA,NA,NA,NA,"ARX"
"ENSG00000004864",89.3908468018059,-0.210189084691058,0.0974367874201682,-2.15718406010943,0.0309913259468069,0.222824275319905,"SLC25A13"
"ENSG00000004866",134.751487522011,-0.211522476977783,0.0984114325713143,-2.14936894475651,0.0316051651790239,0.224727071451876,"ST7"
"ENSG00000004897",377.388262212355,0.136571554262792,0.094728068422992,1.44172214778998,0.149380773015994,0.463613590563491,"CDC27"
"ENSG00000004939",2.829690558099,0.353985068192461,0.234509544744036,1.50946976840039,0.131178775372639,NA,"SLC4A1"
"ENSG00000004948",4.70082504225809,-0.374318578761752,0.271017677368953,-1.38115927490652,0.167229993499808,NA,"CALCR"
"ENSG00000004961",75.815589780301,-0.00588763778982096,0.101196753010308,-0.0581801057314678,0.95360516720222,0.986009874519853,"HCCS"
"ENSG00000004975",174.440098687858,-0.00590077656702535,0.0827937326369743,-0.0712708121627816,0.943182224659314,0.981243995877604,"DVL2"
"ENSG00000005001",0.305784153482605,-0.0263780197025505,0.14270641858354,-0.184841158263032,0.853353624430925,NA,"PRSS22"
"ENSG00000005007",598.784427005596,0.150657444542589,0.0703168430933904,2.142551313666,0.0321491441197955,0.226273506274346,"UPF1"
"ENSG00000005020",411.19113336325,0.0817646504996973,0.0906888938941476,0.901594969226698,0.367272064402346,0.68700114616528,"SKAP2"
"ENSG00000005022",514.713592413845,0.249220726919858,0.106803639616102,2.33344788450715,0.0196246505637416,0.174481217161104,"SLC25A5"
"ENSG00000005059",81.2126072180386,-0.361867989712994,0.176600797844953,-2.04907335713566,0.0404549422915625,0.254117523983733,"CCDC109B"
"ENSG00000005073",25.5293289717453,0.0233393257243686,0.257481813530361,0.0906445601122681,0.927775023799772,0.97512584509456,"HOXA11"
"ENSG00000005075",53.8766700698912,-0.282418113470691,0.114195687500873,-2.47310664396616,0.0133944166426308,0.143552081019347,"POLR2J"
"ENSG00000005100",122.109197433897,0.0514054258879793,0.0967936102609201,0.531082844718873,0.595361371710367,0.835543160001899,"DHX33"
"ENSG00000005102",322.338444633318,-0.211544765063625,0.183550539212276,-1.15251508370114,0.249109475096839,0.582231520438092,"MEOX1"
"ENSG00000005108",68.7721251013362,-0.448565982082009,0.174403171733866,-2.57200587364608,0.0101111176307019,0.124441711744226,"THSD7A"
"ENSG00000005156",66.4275697994416,-0.0607866380992563,0.108677926691887,-0.559328282656631,0.575937696590129,0.823494109872357,"LIG3"
"ENSG00000005175",72.9107246181521,-0.0488322218507115,0.131696744272797,-0.370792931293429,0.710791766678215,0.892399355685734,"RPAP3"
"ENSG00000005187",25.9477198715728,0.0309723778658045,0.169713621954661,0.182497889733794,0.855192010299673,0.946252057715222,"ACSM3"
"ENSG00000005189",31.046557026399,0.369890906058603,0.188476078763247,1.96253502558932,0.0497002269182728,0.277262085578496,"AC004381.6"
"ENSG00000005194",113.160105431045,-0.123152488924696,0.0915743249291257,-1.34483643772433,0.178678060381434,0.503378887566194,"CIAPIN1"
"ENSG00000005238",190.142528491008,-0.352212010066139,0.0993697583764735,-3.54445875506454,0.000393420053164816,0.0176159005384193,"FAM214B"
"ENSG00000005243",309.798479753574,0.147807986148335,0.114428297356714,1.29170834105453,0.196458167789375,0.522915248327918,"COPZ2"
"ENSG00000005249",3466.83705906316,0.0686780388624599,0.148764163308461,0.461657144671709,0.644327208019654,0.859102944026205,"PRKAR2B"
"ENSG00000005302",180.80453793246,-0.107774394920536,0.0978229532793894,-1.1017291065904,0.270579459013712,0.604422506844741,"MSL3"
"ENSG00000005339",564.49310706294,-0.0220042289740776,0.070643988155231,-0.311480559757274,0.755435319426787,0.908390951240055,"CREBBP"
"ENSG00000005379",69.8746483402952,-0.144565902803595,0.226088411150285,-0.63942199455548,0.522548444394356,0.79363172072815,"BZRAP1"
"ENSG00000005381",0.724033851322068,0.155321801844656,0.225658281403599,0.688305347707833,0.491260514807229,NA,"MPO"
"ENSG00000005421",0.757191457227219,0.249711247823864,0.229665547612205,1.08728213883219,0.276912139717588,NA,"PON1"
"ENSG00000005436",124.800020415546,0.160006284510117,0.103785687849523,1.54169893581191,0.123146770674894,0.426858630615397,"GCFC2"
"ENSG00000005448",23.717864825422,-0.150415324070369,0.173879257111661,-0.865056169257588,0.387007960229739,0.703920777847416,"WDR54"
"ENSG00000005469",68.7644481874685,0.0503579675212054,0.126792021354423,0.397169845415108,0.691242217196097,0.883272731480456,"CROT"
"ENSG00000005471",11.9845890458762,0.49414926279126,0.213614097398537,2.31328020392462,0.020707238368019,0.180744894542611,"ABCB4"
"ENSG00000005483",471.740411734269,-0.0195270424287899,0.0898474370420707,-0.217335553151576,0.827946851788783,0.936227713503509,"KMT2E"
"ENSG00000005486",3.91863343851749,0.275857017758366,0.265641441827203,1.03845625840944,0.299057689519834,NA,"RHBDD2"
"ENSG00000005513",7.95502358564654,-0.0596603471095369,0.269505820224537,-0.221369419999283,0.824804801086123,0.935513919697989,"SOX8"
"ENSG00000005700",291.456071191171,0.194319044674502,0.0931411056971958,2.08628664240082,0.0369526659112207,0.243341189152744,"IBTK"
"ENSG00000005801",86.0105382369666,0.15402071117507,0.100900700552877,1.52645829346205,0.126895769580926,0.432691687258407,"ZNF195"
"ENSG00000005810",1046.63457142574,0.284592201978338,0.114153906169473,2.4930570624174,0.0126648490900579,0.140500347036567,"MYCBP2"
"ENSG00000005812",477.971078012389,-0.0172093186046589,0.0822987234864773,-0.209107965173804,0.834363956848095,0.938702552327983,"FBXL3"
"ENSG00000005844",80.1294133805499,-0.408858472948522,0.220466432789166,-1.85451575451179,0.0636654083386421,0.311507382568511,"ITGAL"
"ENSG00000005882",481.029440426262,0.296656987541123,0.219235853567295,1.35314084222115,0.176010639979358,0.49986581084895,"PDK2"
"ENSG00000005884",221.381790112254,-0.321686764796237,0.196514690502258,-1.63696039198932,0.101638745799799,0.393225556127853,"ITGA3"
"ENSG00000005889",244.908887345523,-0.067838880625655,0.156633434281034,-0.433106002795912,0.664937762029285,0.868316019708534,"ZFX"
"ENSG00000005893",632.312803856649,-0.00268396401209836,0.0935999844818701,-0.0286748339431427,0.977123927716342,0.9922866983046,"LAMP2"
"ENSG00000005955",33.0774229367851,0.0283959153006069,0.156917992330199,0.18096022564993,0.856398795860157,0.946533855685146,"GGNBP2"
"ENSG00000005961",12.613772355181,0.405728057981852,0.23907902541477,1.69704580850607,0.0896880003556345,0.370957012961611,"ITGA2B"
"ENSG00000005981",2.32471741824108,0.0768996214969361,0.27151261682992,0.28322669640471,0.777003065061315,NA,"ASB4"
"ENSG00000006007",395.851250153805,-0.145450370717307,0.0770352531984331,-1.8881014169272,0.0590123366892735,0.302008459892733,"GDE1"
"ENSG00000006015",176.876703664623,-0.127721903560495,0.0987765350363606,-1.29303891368004,0.195997600680978,0.522199910054702,"C19orf60"
"ENSG00000006016",33.821145192208,-0.29973429121253,0.214102232039493,-1.39995874100575,0.161525674033668,0.480797610965731,"CRLF1"
"ENSG00000006025",60.8461055787695,-0.318728532841918,0.135490239233861,-2.3524095510067,0.0186522254400153,0.171124893256933,"OSBPL7"
"ENSG00000006042",107.234033137842,-0.154381228036055,0.144132258667661,-1.07110808824571,0.284120831845224,0.615934505984582,"TMEM98"
"ENSG00000006047",93.5498944757288,0.162000871225186,0.187442553764694,0.864269441338035,0.387439893119143,0.70430446382716,"YBX2"
"ENSG00000006059",0,NA,NA,NA,NA,NA,"KRT33A"
"ENSG00000006071",5.10387240083681,0.218802471582609,0.270444448323453,0.809047746918138,0.418487682621788,0.724536367232224,"ABCC8"
"ENSG00000006074",52.3977567042578,-0.231896374944018,0.254995301967548,-0.909414303536972,0.363131474402401,0.683955393602531,"CCL18"
"ENSG00000006075",21.557246730787,-0.337876137603813,0.264033936232989,-1.27966935775129,0.200661445697033,0.526827950232357,"CCL3"
"ENSG00000006114",278.737610977289,0.142109296318717,0.0826820245130718,1.71874475928259,0.0856608580846836,0.363382856973637,"SYNRG"
"ENSG00000006116",0,NA,NA,NA,NA,NA,"CACNG3"
"ENSG00000006118",36.5413858660792,-0.204052554617059,0.183202945008138,-1.11380608323733,0.265362386678685,0.599023682830888,"TMEM132A"
"ENSG00000006125",386.429537959639,0.0711203953344713,0.0702795501242976,1.01196429414654,0.311555125930875,0.640520823768474,"AP2B1"
"ENSG00000006128",0.942228777173044,0.139701414788211,0.230184886223466,0.606909589418426,0.543910913840679,NA,"TAC1"
"ENSG00000006194",203.405051447898,-0.0767298849748459,0.0807981900983736,-0.949648561204472,0.342290854843907,0.665190576010345,"ZNF263"
"ENSG00000006210",222.076695830811,-0.0621654985616992,0.188213646534562,-0.330292195631435,0.741179189351493,0.902890585889582,"CX3CL1"
"ENSG00000006282",298.872793183518,0.148413090700426,0.161980024353216,0.916243168211867,0.359539368595091,0.680535320485468,"SPATA20"
"ENSG00000006283",2.42118143689523,0.166899342368592,0.264193036909355,0.631732555562605,0.52756165109663,NA,"CACNA1G"
"ENSG00000006327",23.500668826042,-0.302622444268528,0.26770847021438,-1.13041789087282,0.258300178916046,0.591161372699576,"TNFRSF12A"
"ENSG00000006377",0.755300935659962,-0.178564240576891,0.214381260639318,-0.832928400758468,0.404885111049568,NA,"DLX6"
"ENSG00000006432",5.69454989466295,0.118104048403808,0.267601594431281,0.441342842724116,0.658964814497729,0.865312469124357,"MAP3K9"
"ENSG00000006451",350.547603860413,0.117603877032555,0.0760752323956751,1.54588915904831,0.122131339180484,0.425288255033191,"RALA"
"ENSG00000006453",58.2279906825033,-0.142289609512509,0.194381934571916,-0.732010460878842,0.46416218287708,0.754102711980204,"BAIAP2L1"
"ENSG00000006459",238.749776884721,-0.154373187933323,0.147043210377524,-1.04984913983434,0.293787478360902,0.624244120266623,"KDM7A"
"ENSG00000006468",37.5079077447371,0.221244410110412,0.14863007013384,1.48855753019011,0.136603922163793,0.444951564607214,"ETV1"
"ENSG00000006530",27.9080473173823,0.153851440780404,0.148276591141266,1.03759763828012,0.299457417903997,0.630017677358456,"AGK"
"ENSG00000006534",81.4394845979651,-0.319816298744948,0.138346476220426,-2.31170541875883,0.0207939225771253,0.180744894542611,"ALDH3B1"
"ENSG00000006555",2.72277153142375,-0.321386870797262,0.271557060407985,-1.18349664823449,0.236612374106438,NA,"TTC22"
"ENSG00000006576",137.62238945205,0.00845093434169876,0.10714444260905,0.078874220033368,0.937132668776281,0.978487718248358,"PHTF2"
"ENSG00000006606",0,NA,NA,NA,NA,NA,"CCL26"
"ENSG00000006607",177.498866025099,0.0540997272319649,0.0709812926317291,0.762168808514794,0.44595925968607,0.742902613802397,"FARP2"
"ENSG00000006611",0.104566005080218,0.0215573310266827,0.0901205773552036,0.239205425212891,0.810946296055338,NA,"USH1C"
"ENSG00000006625",122.120070421651,0.889826431135582,0.194859049469538,4.56651324923293,4.95903707796286e-06,0.000912194766286897,"GGCT"
"ENSG00000006634",18.4707442229436,0.199591560559597,0.182028044279951,1.09648796892326,0.272865285554106,0.606866329648508,"DBF4"
"ENSG00000006638",32.2957629503252,-0.15224973137232,0.224519064571109,-0.678114937202138,0.497698820551859,0.778161767212486,"TBXA2R"
"ENSG00000006652",341.350512819695,-0.135233525231541,0.113360327363879,-1.19295284669963,0.232887840620196,0.565679744204516,"IFRD1"
"ENSG00000006659",0,NA,NA,NA,NA,NA,"LGALS14"
"ENSG00000006695",62.6630276184015,0.0776825485207929,0.128852156944486,0.602881242836012,0.5465876949682,0.807447615425942,"COX10"
"ENSG00000006704",3.55085817437469,-0.133327348058982,0.263167459357875,-0.506625509036336,0.612417606336245,NA,"GTF2IRD1"
"ENSG00000006712",228.129861904634,-0.0216184829183229,0.0893208801765647,-0.24203168257622,0.808755613773546,0.929562782540583,"PAF1"
"ENSG00000006715",363.464486395739,0.149955240626616,0.0550151197718839,2.72570960943818,0.00641634214310818,0.0970493003450611,"VPS41"
"ENSG00000006740",39.7242120878032,-0.00348774015257007,0.141573826797327,-0.024635486879669,0.980345713445672,0.993401385379974,"ARHGAP44"
"ENSG00000006744",349.387737706439,-0.0309585328427824,0.0772940076861373,-0.40052953352469,0.68876653532982,0.881486468494689,"ELAC2"
"ENSG00000006747",67.5803866806503,-0.446340592210069,0.271197934887136,-1.64581117623858,0.0998026405764887,0.391164279737162,"SCIN"
"ENSG00000006756",200.619673713167,-0.258772744981344,0.134401603995227,-1.92536946947845,0.0541831522892183,0.288778805387956,"ARSD"
"ENSG00000006757",94.721746003526,-0.188609218388241,0.147682624084418,-1.27712531895715,0.201558007397737,0.527805868319186,"PNPLA4"
"ENSG00000006788",0.211338867815492,0.0480586908442142,0.141909124506251,0.338658215329186,0.734867221733343,NA,"MYH13"
"ENSG00000006831",1012.40293377979,0.192154807994559,0.135568491354425,1.41740020911052,0.156365951591564,0.472150251345247,"ADIPOR2"
"ENSG00000006837",6.17221327061058,0.271933408514948,0.252020725339991,1.07901208580403,0.280582339982267,0.613302433865094,"CDKL3"
"ENSG00000007001",1.21418692746671,0.143757869344989,0.255935256548306,0.561696232413591,0.574323001740866,NA,"UPP2"
"ENSG00000007038",0.37363385638954,-0.240541806019172,0.159608877995347,-1.50707033994803,0.131792628392493,NA,"PRSS21"
"ENSG00000007047",147.336989892828,0.104899969861503,0.0912547296339636,1.14952912887115,0.250337862672385,0.583273131845182,"MARK4"
"ENSG00000007062",1.07171456473666,-0.389778086120098,0.218118603228092,-1.78700065171653,0.0739373832363506,NA,"PROM1"
"ENSG00000007080",224.642677712458,-0.0418202858705043,0.102010883571935,-0.409959059329332,0.681835980371194,0.87702623367718,"CCDC124"
"ENSG00000007129",2.76757151865365,0.251951606514006,0.267152607138819,0.943099935323059,0.345629788830996,NA,"CEACAM21"
"ENSG00000007168",993.964927665862,0.00444480142017245,0.0511096894187919,0.0869659250666116,0.930698597313958,0.97531187527787,"PAFAH1B1"
"ENSG00000007171",8.05171787431709,0.618386663828112,0.268695940920221,2.3014365669622,0.0213669670063721,0.182922738924991,"NOS2"
"ENSG00000007174",19.8175515012296,0.403059477575124,0.224989503888918,1.79145902634695,0.0732196641068016,0.334788736251859,"DNAH9"
"ENSG00000007202",1128.13202222049,0.103418223295378,0.070474597564601,1.46745390352289,0.142252620204028,0.452829702335056,"KIAA0100"
"ENSG00000007216",0,NA,NA,NA,NA,NA,"SLC13A2"
"ENSG00000007237",543.672621685832,-0.326156199480911,0.199525902618686,-1.63465592787833,0.102121196282371,0.393853909976718,"GAS7"
"ENSG00000007255",58.5985123279618,-0.108107328281976,0.160787700125947,-0.672360685533125,0.501354104756973,0.780599691868026,"TRAPPC6A"
"ENSG00000007264",28.7312079645121,-0.372530849381742,0.271007712714281,-1.37461345897006,0.169251313753188,0.490180613363488,"MATK"
"ENSG00000007306",0,NA,NA,NA,NA,NA,"CEACAM7"
"ENSG00000007312",19.6396395902875,-0.25888936557891,0.234361640741855,-1.10465759140197,0.269307985973668,0.603390556473985,"CD79B"
"ENSG00000007314",417.04961792064,0.0893982881040732,0.187472922944044,0.476859733662745,0.633462006747914,0.854323277108154,"SCN4A"
"ENSG00000007341",98.0644564245637,0.0677660620655428,0.131428354923556,0.515612191181713,0.60612529388952,0.841036540085829,"ST7L"
"ENSG00000007350",0,NA,NA,NA,NA,NA,"TKTL1"
"ENSG00000007372",12.7057037894549,-0.123482027238349,0.204850534286248,-0.602790847817858,0.546647835989252,0.807447615425942,"PAX6"
"ENSG00000007376",57.140447170009,-0.0920182066133924,0.130683211772793,-0.704131811310058,0.481350691040027,0.766879668792266,"RPUSD1"
"ENSG00000007384",225.513757813316,-0.301849513825527,0.0982748237422632,-3.0714836448566,0.00212997832601461,0.0512248497768742,"RHBDF1"
"ENSG00000007392",354.56154803159,-0.0539665392656482,0.0930807096306956,-0.579782207073456,0.562061497886185,0.815353572764865,"LUC7L"
"ENSG00000007402",18.4110086548516,0.0628702794015531,0.201805083875663,0.311539621272818,0.755390427008801,0.908390951240055,"CACNA2D2"
"ENSG00000007516",107.508649131716,0.0098148082292563,0.135866313938803,0.0722387171972374,0.94241193377684,0.980817435780285,"BAIAP3"
"ENSG00000007520",181.089018044551,-0.0258569942356006,0.0792426864773663,-0.326301333095086,0.744196379713291,0.904159698687356,"TSR3"
"ENSG00000007541",197.560653856455,0.0695241666141886,0.0950193995891551,0.731683918387163,0.464361514238765,0.754102711980204,"PIGQ"
"ENSG00000007545",111.876830107314,-0.0584384970933346,0.0992539189008992,-0.58877773029479,0.556010386716662,0.811887297145162,"CRAMP1L"
"ENSG00000007866",148.292485666755,-0.15038025878054,0.162258877461736,-0.926792180082736,0.354034445884465,0.675068144634691,"TEAD3"
"ENSG00000007908",17.5481787713455,-0.0904189733311361,0.254594537249103,-0.355148913673146,0.722478034142963,0.896151904570258,"SELE"
"ENSG00000007923",236.019804958283,-0.0401513981684907,0.0821834226679554,-0.488558359642842,0.625154399265939,0.850857226745908,"DNAJC11"
"ENSG00000007933",114.874185042418,0.0485738894165007,0.242490668183954,0.200312406989832,0.841236259816774,0.9400677090089,"FMO3"
"ENSG00000007944",339.598731807034,0.450802913938343,0.202225157905582,2.22921281707601,0.0257997481421823,0.202880515142337,"MYLIP"
"ENSG00000007952",0.941250094047958,0.102066573928462,0.233017902389449,0.438020310378878,0.661371560379836,NA,"NOX1"
"ENSG00000007968",3.26034114061035,-0.20092247846696,0.271333151854167,-0.740501030168806,0.458996036325761,NA,"E2F2"
"ENSG00000008018",594.418872721616,-0.0868461095722458,0.0876602658527634,-0.990712368111168,0.321826050017069,0.647744520602151,"PSMB1"
"ENSG00000008056",2.26699884778543,0.255607400595747,0.270415007625142,0.945241178884857,0.344535760751954,NA,"SYN1"
"ENSG00000008083",111.722454122106,-0.12903551211601,0.115013165531556,-1.12191949086565,0.261896672641813,0.595298515678107,"JARID2"
"ENSG00000008086",12.4887094445214,0.136162371781485,0.225559584053651,0.603664758262268,0.546066548972279,0.807063828947955,"CDKL5"
"ENSG00000008118",0.735693024651487,-0.196254003188502,0.211644197050303,-0.927282703346964,0.353779772432427,NA,"CAMK1G"
"ENSG00000008128",55.7456948130037,-0.0714450245855898,0.17338907328672,-0.412050328381689,0.680302534892371,0.876670037311976,"CDK11A"
"ENSG00000008130",622.894392450093,-0.171230589760055,0.0694213871515775,-2.46653944534677,0.0136425701427861,0.144403316316956,"NADK"
"ENSG00000008196",0.228362490604806,-0.0579787624099148,0.142887443090869,-0.405765273391052,0.684915076700158,NA,"TFAP2B"
"ENSG00000008197",0,NA,NA,NA,NA,NA,"TFAP2D"
"ENSG00000008226",146.250788780226,-0.210220557565841,0.163934221841463,-1.28234699993965,0.199720947466322,0.52613800746853,"DLEC1"
"ENSG00000008256",529.139037037717,-0.214041997377814,0.0850121831099608,-2.51778027039909,0.0118096969736921,0.135561192417894,"CYTH3"
"ENSG00000008277",137.349982084262,-0.0425400027397598,0.228703129433787,-0.186005337334379,0.852440575785316,0.945211886411675,"ADAM22"
"ENSG00000008282",621.070270280452,0.123638622120833,0.0633193716668485,1.95261922009194,0.0508647319751454,0.280063704969032,"SYPL1"
"ENSG00000008283",183.244624351323,-0.289417521214891,0.151809590436024,-1.90645084005321,0.0565917380035178,0.295144343947849,"CYB561"
