"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_id"
"1","ENSG00000000003",246.858821855869,-0.190566368236408,0.197173762380761,-0.966489485900293,0.333799305551354,0.901485902680317,"TSPAN6"
"2","ENSG00000000005",420.685271263049,-0.295998808707204,0.434210201142718,-0.681694736623457,0.495431996313817,0.951715607809798,"TNMD"
"3","ENSG00000000419",132.865269704836,0.0392374460850986,0.139909847806925,0.280448064951413,0.779133765393515,0.978875118286526,"DPM1"
"4","ENSG00000000457",110.064494282208,-0.13394313796929,0.177691185681752,-0.753797311078693,0.450970938838711,0.942762123340578,"SCYL3"
"5","ENSG00000000460",53.6745149909576,0.112774240681662,0.212311059576981,0.531174593101081,0.595297797388585,0.962955560179512,"C1orf112"
"6","ENSG00000000938",172.809517572697,1.22444146996646,0.287702912265466,4.25592309902189,2.0818826046638e-05,0.00778855414433666,"FGR"
"7","ENSG00000000971",1410.23681538558,-0.108485223695105,0.247462102751592,-0.438391262697724,0.661102679079168,0.971258930303023,"CFH"
"8","ENSG00000001036",303.456479011122,0.160974677320852,0.162835907034466,0.988569906063656,0.32287361615591,0.896889865809266,"FUCA2"
"9","ENSG00000001084",457.866166126451,0.426330236081479,0.198863987043099,2.14382826383282,0.0320466497889904,0.486842716502536,"GCLC"
"10","ENSG00000001167",123.498255685777,0.133923499686833,0.178392420437488,0.750724158338117,0.452818680844122,0.94361163447449,"NFYA"
"11","ENSG00000001460",47.8129543914475,0.298678884092551,0.215718697782193,1.38457577930552,0.166182221803517,0.802445569762113,"STPG1"
"12","ENSG00000001461",102.359271698309,0.283759386038757,0.160144496343959,1.77189595969191,0.0764118292327984,0.644808594052211,"NIPAL3"
"13","ENSG00000001497",207.073899146828,-0.19260973802734,0.147810885482443,-1.3030822283398,0.192546690184396,0.818782960976709,"LAS1L"
"14","ENSG00000001561",214.016768380494,0.14322932371959,0.131906131615591,1.08584280325192,0.277548545603195,0.872570095543223,"ENPP4"
"15","ENSG00000001617",197.11853816396,0.233091060870924,0.271266668252189,0.859269081501109,0.390192078077465,0.924673754322288,"SEMA3F"
