seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr3	121449439	121449938	500	*	Promoter (<=1kb)	3	121449766	121457143	7378	1	71994	ENSMUST00000198393.1	0	ENSMUSG00000053931	Cnn3	calponin 3, acidic
chr6	56848791	56849290	500	*	Promoter (<=1kb)	6	56849333	56850660	1328	1	27055	ENSMUST00000147159.1	-43	ENSMUSG00000029781	Fkbp9	FK506 binding protein 9
chr11	61207826	61208325	500	*	Promoter (<=1kb)	11	61207537	61212333	4797	1	11670	ENSMUST00000147792.1	289	ENSMUSG00000019102	Aldh3a1	aldehyde dehydrogenase family 3, subfamily A1
chr7	109082448	109082947	500	*	Promoter (<=1kb)	7	109080744	109083305	2562	2	320360	ENSMUST00000129629.1	358	ENSMUSG00000048330	Ric3	RIC3 acetylcholine receptor chaperone
chr13	75914167	75914666	500	*	Promoter (<=1kb)	13	75877385	75913450	36066	2	73296	ENSMUST00000220939.1	-717	ENSMUSG00000021589	Rhobtb3	Rho-related BTB domain containing 3
chr5	5419047	5419546	500	*	Intron (ENSMUST00000167567.1/18647, intron 1 of 2)	5	5227215	5420312	193098	2	18647	ENSMUST00000167567.1	766	ENSMUSG00000028926	Cdk14	cyclin dependent kinase 14
chr11	54214632	54215131	500	*	Promoter (1-2kb)	11	54177772	54213285	35514	2	71056	ENSMUST00000131019.1	-1347	ENSMUSG00000086209	4933405E24Rik	RIKEN cDNA 4933405E24 gene
chr12	81971287	81971786	500	*	Promoter (1-2kb)	12	81973187	81974567	1381	1	54604	ENSMUST00000222908.1	-1401	ENSMUSG00000021140	Pcnx1	pecanex 1
chr3	51327450	51327949	500	*	Promoter (1-2kb)	3	51255230	51326029	70800	2	69257	ENSMUST00000183463.7	-1421	ENSMUSG00000037174	Elf2	E74-like factor 2
chr11	62831625	62832124	500	*	Promoter (1-2kb)	11	62833800	62841457	7658	1	94092	ENSMUST00000128623.1	-1676	ENSMUSG00000047821	Trim16	tripartite motif-containing 16
chr6	81943238	81943737	500	*	3' UTR	6	81941354	81943724	2371	1	330361	ENSMUST00000127949.1	1884	ENSMUSG00000035125	Gcfc2	GC-rich sequence DNA binding factor 2
chr17	17889872	17890371	500	*	Intron (ENSMUST00000149944.1/14289, intron 1 of 2)	17	17887888	17893853	5966	1	14289	ENSMUST00000064068.4	1984	ENSMUSG00000052270	Fpr2	formyl peptide receptor 2
chr4	102964511	102965010	500	*	Exon (ENSMUST00000066824.13/73094, exon 20 of 24)	4	102962356	102967914	5559	1	73094	ENSMUST00000140676.1	2155	ENSMUSG00000028524	Sgip1	SH3-domain GRB2-like (endophilin) interacting protein 1
chr18	38206137	38206636	500	*	Intron (ENSMUST00000160721.7/75599, intron 1 of 4)	18	38203444	38203840	397	2	75599	ENSMUST00000194312.1	-2297	ENSMUSG00000051375	Pcdh1	protocadherin 1
chr7	139994891	139995390	500	*	Distal Intergenic	7	139983854	139992562	8709	2	11501	ENSMUST00000148670.7	-2329	ENSMUSG00000025473	Adam8	a disintegrin and metallopeptidase domain 8
chr1	85733208	85733707	500	*	Intron (ENSMUST00000159320.7/319997, intron 1 of 5)	1	85718090	85736554	18465	2	319997	ENSMUST00000161453.1	2847	ENSMUSG00000052760	A630001G21Rik	RIKEN cDNA A630001G21 gene
chr4	133962946	133963445	500	*	Distal Intergenic	4	133965444	133967243	1800	2	15331	ENSMUST00000123234.7	3798	ENSMUSG00000003038	Hmgn2	high mobility group nucleosomal binding domain 2
chr18	78025582	78026081	500	*	Intron (ENSMUST00000044622.6/100502841, intron 39 of 43)	18	78030189	78033230	3042	1	100502841	ENSMUST00000235433.1	-4108	ENSMUSG00000039840	Epg5	ectopic P-granules 5 autophagy tethering factor
chr8	122585598	122586097	500	*	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	8	122578938	122581078	2141	2	50917	ENSMUST00000211906.1	-4520	ENSMUSG00000015027	Galns	galactosamine (N-acetyl)-6-sulfatase
chr15	52707251	52707750	500	*	Distal Intergenic	15	52712408	52715272	2865	1	69790	ENSMUST00000228053.1	-4658	ENSMUSG00000038622	Med30	mediator complex subunit 30
chr12	87031612	87032111	500	*	Intron (ENSMUST00000154801.7/217733, intron 1 of 25)	12	87026616	87057670	31055	1	217733	ENSMUST00000156162.7	4996	ENSMUSG00000034145	Tmem63c	transmembrane protein 63c
chr1	54652162	54652661	500	*	Intron (ENSMUST00000179030.7/329154, intron 26 of 27)	1	54649097	54657687	8591	2	329154	ENSMUST00000178156.7	5026	ENSMUSG00000052331	Ankrd44	ankyrin repeat domain 44
chr10	21986579	21987078	500	*	Intron (ENSMUST00000120509.7/20393, intron 3 of 13)	10	21992223	21995874	3652	1	20393	ENSMUST00000150089.7	-5145	ENSMUSG00000019970	Sgk1	serum/glucocorticoid regulated kinase 1
chr12	105617429	105617928	500	*	Intron (ENSMUST00000221015.1/76559, intron 20 of 20)	12	105616139	105623142	7004	2	76559	ENSMUST00000222395.1	5214	ENSMUSG00000041341	Atg2b	autophagy related 2B
chr9	53640852	53641351	500	*	Intron (ENSMUST00000166367.7/75717, intron 6 of 17)	9	53629215	53646812	17598	2	75717	ENSMUST00000141180.7	5461	ENSMUSG00000032030	Cul5	cullin 5
chr4	128694450	128694949	500	*	Intron (ENSMUST00000030588.12/54383, intron 1 of 14)	4	128688795	128752881	64087	1	54383	ENSMUST00000106080.7	5655	ENSMUSG00000028796	Phc2	polyhomeotic 2
chr6	71446295	71446794	500	*	Distal Intergenic	6	71388634	71440637	52004	2	68477	ENSMUST00000002292.14	-5658	ENSMUSG00000002222	Rmnd5a	required for meiotic nuclear division 5 homolog A
chr5	117281180	117281679	500	*	Distal Intergenic	5	117285791	117287525	1735	2	23980	ENSMUST00000139913.1	5846	ENSMUSG00000032959	Pebp1	phosphatidylethanolamine binding protein 1
chr4	11972475	11972974	500	*	Intron (ENSMUST00000154194.1/100503636, intron 1 of 1)	4	11966574	11993999	27426	1	100503636	ENSMUST00000146154.1	5901	ENSMUSG00000085614	1700123M08Rik	RIKEN cDNA 1700123M08 gene
chr3	67591336	67591835	500	*	Intron (ENSMUST00000029344.9/66868, intron 6 of 15)	3	67584746	67596208	11463	1	66868	ENSMUST00000192776.1	6590	ENSMUSG00000027775	Mfsd1	major facilitator superfamily domain containing 1
chr19	6005518	6006017	500	*	Intron (ENSMUST00000025891.9/12333, intron 10 of 21)	19	6012620	6018462	5843	1	100502985	ENSMUST00000180505.2	-6603	ENSMUSG00000097404	Gm10814	predicted gene 10814
chr1	75285099	75285598	500	*	Distal Intergenic	1	75272199	75278415	6217	2	19711	ENSMUST00000039534.10	-6684	ENSMUSG00000033061	Resp18	regulated endocrine-specific protein 18
chr10	28675546	28676045	500	*	Intron (ENSMUST00000060409.12/210757, intron 1 of 4)	10	28668633	28782046	113414	1	210757	ENSMUST00000161345.1	6913	ENSMUSG00000049109	Themis	thymocyte selection associated
chr1	186675206	186675705	500	*	Intron (ENSMUST00000045288.13/21808, intron 1 of 6)	1	186632767	186668155	35389	2	21808	ENSMUST00000194593.1	-7051	ENSMUSG00000039239	Tgfb2	transforming growth factor, beta 2
chr6	108136651	108137150	500	*	Intron (ENSMUST00000032191.15/58911, intron 7 of 8)	6	108118203	108144695	26493	2	58911	ENSMUST00000169446.1	7545	ENSMUSG00000030101	Sumf1	sulfatase modifying factor 1
chr4	121009159	121009658	500	*	Intron (ENSMUST00000043200.7/69780, intron 1 of 9)	4	120968317	121017247	48931	2	69780	ENSMUST00000043200.7	7589	ENSMUSG00000032870	Smap2	small ArfGAP 2
chr1	166138084	166138583	500	*	Intron (ENSMUST00000060833.13/59290, intron 1 of 6)	1	166130467	166166509	36043	1	59290	ENSMUST00000166860.1	7617	ENSMUSG00000000544	Gpa33	glycoprotein A33 transmembrane
chr16	23166861	23167360	500	*	Distal Intergenic	16	23175280	23204376	29097	1	105246089	ENSMUST00000232204.1	-7920	ENSMUSG00000068463	C730014E05Rik	RIKEN cDNA C730014E05 gene
chr11	60253735	60254234	500	*	Exon (ENSMUST00000142225.1/216810, exon 9 of 9)	11	60229902	60245669	15768	2	216810	ENSMUST00000143124.7	-8066	ENSMUSG00000000538	Tom1l2	target of myb1-like 2 (chicken)
chr13	94797487	94797986	500	*	Intron (ENSMUST00000046644.6/21371, intron 1 of 3)	13	94788910	94842922	54013	1	21371	ENSMUST00000220819.1	8577	ENSMUSG00000042043	Tbca	tubulin cofactor A
chr6	29685117	29685616	500	*	Distal Intergenic	6	29694222	29718559	24338	1	232670	ENSMUST00000046750.13	-8606	ENSMUSG00000001763	Tspan33	tetraspanin 33
chr11	77786135	77786634	500	*	5' UTR	11	77777316	77864848	87533	1	360013	ENSMUST00000130627.8	8819	ENSMUSG00000000631	Myo18a	myosin XVIIIA
chr1	107502026	107502525	500	*	Distal Intergenic	1	107511423	107525598	14176	1	18788	ENSMUST00000009356.10	-8898	ENSMUSG00000062345	Serpinb2	serine (or cysteine) peptidase inhibitor, clade B, member 2
chrX	57309841	57310340	500	*	Intron (ENSMUST00000033468.10/73341, intron 2 of 21)	20	57298512	57300859	2348	2	73341	ENSMUST00000175636.1	-8982	ENSMUSG00000031133	Arhgef6	Rac/Cdc42 guanine nucleotide exchange factor 6
chr2	79697984	79698483	500	*	Distal Intergenic	2	79707780	79810313	102534	1	75276	ENSMUST00000090760.8	-9297	ENSMUSG00000034683	Ppp1r1c	protein phosphatase 1, regulatory inhibitor subunit 1C
chr7	116494407	116494906	500	*	Distal Intergenic	7	116504369	116540584	36216	1	53322	ENSMUST00000032895.14	-9463	ENSMUSG00000030659	Nucb2	nucleobindin 2
chr19	27312599	27313098	500	*	Distal Intergenic	19	27322588	27337179	14592	1	240595	ENSMUST00000056708.3	-9490	ENSMUSG00000047298	Kcnv2	potassium channel, subfamily V, member 2
chr8	47229996	47230495	500	*	Intron (ENSMUST00000079195.5/71069, intron 1 of 3)	8	47191503	47220235	28733	2	71069	ENSMUST00000210030.1	-9761	ENSMUSG00000038143	Stox2	storkhead box 2
chr5	113783618	113784117	500	*	Distal Intergenic	5	113773847	113777841	3995	1	66383	ENSMUST00000145592.1	9771	ENSMUSG00000025825	Iscu	iron-sulfur cluster assembly enzyme
chr6	108862332	108862831	500	*	Distal Intergenic	6	108852391	108855525	3135	1	192193	ENSMUST00000203302.1	9941	ENSMUSG00000030104	Edem1	ER degradation enhancer, mannosidase alpha-like 1
chr9	111396578	111397077	500	*	Distal Intergenic	9	111386344	111390154	3811	1	320429	ENSMUST00000197650.1	10234	ENSMUSG00000062296	Trank1	tetratricopeptide repeat and ankyrin repeat containing 1
chr15	86169762	86170261	500	*	Intron (ENSMUST00000044332.15/223753, intron 1 of 12)	15	86139128	86159468	20341	2	223753	ENSMUST00000150767.7	-10294	ENSMUSG00000035891	Cerk	ceramide kinase
chr13	21907454	21907953	500	*	Distal Intergenic	13	21896918	21897049	132	2	100316716	ENSMUST00000157523.1	-10405	ENSMUSG00000088148	Mir1983	microRNA 1983
chr7	26675416	26675915	500	*	Intron (ENSMUST00000077356.6/243881, intron 4 of 8)	7	26665227	26686437	21211	2	243881	ENSMUST00000077356.6	10522	ENSMUSG00000040650	Cyp2b23	cytochrome P450, family 2, subfamily b, polypeptide 23
chr10	13832847	13833346	500	*	Intron (ENSMUST00000162610.7/66253, intron 1 of 5)	10	13653588	13844286	190699	2	66253	ENSMUST00000162174.7	10940	ENSMUSG00000019806	Aig1	androgen-induced 1
chr12	59077910	59078409	500	*	Distal Intergenic	12	59066964	59068691	1728	1	18949	ENSMUST00000217676.1	10946	ENSMUSG00000020994	Pnn	pinin
chr13	41051426	41051925	500	*	Exon (ENSMUST00000225084.1/17152, exon 5 of 14)	13	41026399	41039771	13373	2	17152	ENSMUST00000225906.1	-11655	ENSMUSG00000021363	Mak	male germ cell-associated kinase
chr6	108770902	108771401	500	*	Distal Intergenic	6	108783099	108825278	42180	1	67166	ENSMUST00000032196.8	-11698	ENSMUSG00000030105	Arl8b	ADP-ribosylation factor-like 8B
chr3	22190477	22190976	500	*	Exon (ENSMUST00000193734.5/81004, exon 7 of 17)	3	22203192	22210579	7388	1	81004	ENSMUST00000201467.1	-12216	ENSMUSG00000027630	Tbl1xr1	Tbl1x/y related 1
chr7	109187666	109188165	500	*	Distal Intergenic	7	109138675	109175207	36533	2	109594	ENSMUST00000207178.1	-12459	ENSMUSG00000036111	Lmo1	LIM domain only 1
chr15	82317756	82318255	500	*	Distal Intergenic	15	82329687	82330922	1236	2	17939	ENSMUST00000230268.1	12667	ENSMUSG00000022453	Naga	N-acetyl galactosaminidase, alpha
chr12	116293923	116294422	500	*	Intron (ENSMUST00000100986.3/52635, intron 1 of 21)	12	116281251	116372221	90971	1	52635	ENSMUST00000220720.1	12672	ENSMUSG00000021171	Esyt2	extended synaptotagmin-like protein 2
chr10	115328432	115328931	500	*	Distal Intergenic	10	115287084	115315591	28508	2	216344	ENSMUST00000020343.8	-12841	ENSMUSG00000020132	Rab21	RAB21, member RAS oncogene family
chr5	3688405	3688904	500	*	Distal Intergenic	5	3693469	3702132	8664	2	70797	ENSMUST00000199043.1	13228	ENSMUSG00000040351	Ankib1	ankyrin repeat and IBR domain containing 1
chr3	157883914	157884413	500	*	Distal Intergenic	3	157894423	157897712	3290	2	107869	ENSMUST00000129805.1	13299	ENSMUSG00000028179	Cth	cystathionine gamma lyase
chr1	123636125	123636624	500	*	Intron (ENSMUST00000112606.7/269109, intron 5 of 25)	1	123608107	123650360	42254	2	269109	ENSMUST00000187202.1	13736	ENSMUSG00000036815	Dpp10	dipeptidylpeptidase 10
chr17	71134856	71135355	500	*	Distal Intergenic	17	71120904	71126856	5953	1	17929	ENSMUST00000233790.1	13952	ENSMUSG00000024049	Myom1	myomesin 1
chr19	25013577	25014076	500	*	Intron (ENSMUST00000025831.7/76088, intron 1 of 47)	19	24999544	25067106	67563	1	76088	ENSMUST00000235722.1	14033	ENSMUSG00000052085	Dock8	dedicator of cytokinesis 8
chr11	20186702	20187201	500	*	Distal Intergenic	11	20201432	20226856	25425	1	19324	ENSMUST00000020358.11	-14231	ENSMUSG00000020149	Rab1a	RAB1A, member RAS oncogene family
chr19	32088149	32088648	500	*	Intron (ENSMUST00000237104.1/54447, intron 2 of 23)	19	31986524	32103124	116601	2	54447	ENSMUST00000235213.1	14476	ENSMUSG00000024887	Asah2	N-acylsphingosine amidohydrolase 2
chr9	41490057	41490556	500	*	Intron (ENSMUST00000233562.1/73144, intron 6 of 6)	9	41475060	41590167	115108	1	73144	ENSMUST00000233563.1	14997	ENSMUSG00000074415	Mir100hg	Mir100 Mirlet7a-2 Mir125b-1 cluster host gene
chr12	70300705	70301204	500	*	Intron (ENSMUST00000110522.9/94090, intron 1 of 13)	12	70292333	70316255	23923	2	94090	ENSMUST00000220557.1	15051	ENSMUSG00000021071	Trim9	tripartite motif-containing 9
chr6	90348657	90349156	500	*	Exon (ENSMUST00000046128.11/243537, exon 14 of 20)	6	90333289	90364546	31258	1	243537	ENSMUST00000164761.5	15368	ENSMUSG00000034456	Uroc1	urocanase domain containing 1
chr3	85833073	85833572	500	*	Intron (ENSMUST00000154148.7/99889, intron 1 of 9)	3	85660063	85817291	157229	2	229488	ENSMUST00000119077.7	-15782	ENSMUSG00000051000	Fhip1a	FHF complex subunit HOOK interacting protein 1A
chr5	37753285	37753784	500	*	Distal Intergenic	5	37737280	37739815	2536	1	231162	ENSMUST00000201048.1	16005	ENSMUSG00000062329	Cytl1	cytokine-like 1
chr3	109478142	109478641	500	*	Intron (ENSMUST00000046864.13/57257, intron 2 of 26)	3	109494784	109503696	8913	1	57257	ENSMUST00000128033.1	-16143	ENSMUSG00000033721	Vav3	vav guanine nucleotide exchange factor 3
chr4	115534608	115535107	500	*	Distal Intergenic	4	115518288	115533646	15359	1	13117	ENSMUST00000094886.3	16320	ENSMUSG00000066072	Cyp4a10	cytochrome P450, family 4, subfamily a, polypeptide 10
chr6	4030713	4031212	500	*	Distal Intergenic	6	4031841	4047585	15745	2	78034	ENSMUST00000204264.1	16373	ENSMUSG00000107681	4930528H21Rik	RIKEN cDNA 4930528H21 gene
chr1	57884831	57885330	500	*	Intron (ENSMUST00000172287.7/67198, intron 6 of 6)	1	57902071	57938021	35951	1	67198	ENSMUST00000164353.2	-16741	ENSMUSG00000038305	Spats2l	spermatogenesis associated, serine-rich 2-like
chr1	181126658	181127157	500	*	Exon (ENSMUST00000027797.8/67459, exon 10 of 23)	1	181087138	181144204	57067	2	67459	ENSMUST00000027797.8	17047	ENSMUSG00000026516	Nvl	nuclear VCP-like
chr6	22270127	22270626	500	*	Distal Intergenic	6	22288227	22293579	5353	1	93735	ENSMUST00000128245.7	-17601	ENSMUSG00000029671	Wnt16	wingless-type MMTV integration site family, member 16
chr15	38710262	38710761	500	*	Distal Intergenic	15	38713483	38728516	15034	2	105463124	ENSMUST00000226763.1	17755	ENSMUSG00000115620	Gm45924	predicted gene, 45924
chr7	35821208	35821707	500	*	Intron (ENSMUST00000187873.1/78547, intron 2 of 2)	7	35772343	35802989	30647	2	668501	ENSMUST00000061586.10	-18219	ENSMUSG00000044452	Zfp507	zinc finger protein 507
chr16	58389355	58389854	500	*	Distal Intergenic	16	58408443	58469727	61285	1	73379	ENSMUST00000046663.7	-18589	ENSMUSG00000035107	Dcbld2	discoidin, CUB and LCCL domain containing 2
chr9	6250236	6250735	500	*	Intron (ENSMUST00000058692.8/71785, intron 1 of 6)	9	6262733	6269846	7114	2	71829	ENSMUST00000051706.5	19111	ENSMUSG00000047619	Ddi1	DNA-damage inducible 1
chr2	10350822	10351321	500	*	Intron (ENSMUST00000137351.1/ENSMUST00000137351.1, intron 1 of 3)	2	10370510	10439137	68628	1	353282	ENSMUST00000114862.7	-19189	ENSMUSG00000061186	Sfmbt2	Scm-like with four mbt domains 2
chr10	13304580	13305079	500	*	Intron (ENSMUST00000105545.11/215789, intron 1 of 12)	10	13213395	13324289	110895	2	215789	ENSMUST00000105543.8	19210	ENSMUSG00000062866	Phactr2	phosphatase and actin regulator 2
chr9	94558144	94558643	500	*	Distal Intergenic	9	94517864	94538081	20218	2	68861	ENSMUST00000113028.1	-20063	ENSMUSG00000045414	Dipk2a	divergent protein kinase domain 2A
chr19	38460458	38460957	500	*	Distal Intergenic	19	38481121	38783430	302310	1	74055	ENSMUST00000182481.7	-20164	ENSMUSG00000024998	Plce1	phospholipase C, epsilon 1
chr1	177708761	177709260	500	*	Distal Intergenic	1	177729814	177753324	23511	1	69428	ENSMUST00000016106.5	-20554	ENSMUSG00000015962	Spmip3	sperm microtubule inner protein 3
chrUn_JH584304	38286	38785	500	*	Distal Intergenic	66	52190	59667	7478	2	66776	ENSMUST00000179505.7	20882	NA	Pisd-ps3	phosphatidylserine decarboxylase, pseudogene 3
chr19	29156677	29157176	500	*	Distal Intergenic	19	29135279	29135375	97	1	724062	ENSMUST00000083622.1	21398	ENSMUSG00000065556	Mir101b	microRNA 101b
chr19	21127141	21127640	500	*	Intron (ENSMUST00000237231.1/ENSMUST00000237231.1, intron 2 of 4)	19	21104710	21105538	829	1	75354	ENSMUST00000237768.1	22431	NA	4930554I06Rik	RIKEN cDNA 4930554I06 gene
chr14	78066048	78066547	500	*	Distal Intergenic	14	78082743	78088981	6239	2	219170	ENSMUST00000173826.1	22434	ENSMUSG00000045655	Fam216b	family with sequence similarity 216, member B
chr5	92984751	92985250	500	*	Distal Intergenic	5	92962039	92964790	2752	1	27428	ENSMUST00000172752.1	22712	ENSMUSG00000029381	Shroom3	shroom family member 3
chr2	72078041	72078540	500	*	Intron (ENSMUST00000090826.11/56508, intron 4 of 30)	2	72054985	72141477	86493	1	56508	ENSMUST00000124004.1	23056	ENSMUSG00000049044	Rapgef4	Rap guanine nucleotide exchange factor (GEF) 4
chr18	65555769	65556268	500	*	Distal Intergenic	18	65579912	65689443	109532	1	328977	ENSMUST00000235822.1	-23644	ENSMUSG00000042439	Zfp532	zinc finger protein 532
chr1	51357614	51358113	500	*	Distal Intergenic	1	51218386	51333779	115394	2	442821	ENSMUST00000189867.1	-23835	ENSMUSG00000101799	9330175M20Rik	RIKEN cDNA 9330175M20 gene
chr7	100046441	100046940	500	*	Distal Intergenic	7	100022099	100034726	12628	1	69121	ENSMUST00000144808.1	24342	ENSMUSG00000030732	Chrdl2	chordin-like 2
chr4	70289042	70289541	500	*	Intron (ENSMUST00000144099.7/214444, intron 20 of 36)	4	70238350	70264680	26331	2	214444	ENSMUST00000138561.7	-24362	ENSMUSG00000039298	Cdk5rap2	CDK5 regulatory subunit associated protein 2
chr12	113210390	113210889	500	*	Distal Intergenic	12	113185930	113189523	3594	1	69195	ENSMUST00000058491.7	24460	ENSMUSG00000049036	Tmem121	transmembrane protein 121
chrX	140838189	140838688	500	*	Distal Intergenic	20	140808307	140813433	5127	2	83555	ENSMUST00000044179.7	-24756	ENSMUSG00000042386	Tex13b	testis expressed 13B
chr3	67490126	67490625	500	*	Intron (ENSMUST00000054825.4/109222, intron 3 of 5)	3	67478972	67515523	36552	2	109222	ENSMUST00000054825.4	24898	ENSMUSG00000049404	Rarres1	retinoic acid receptor responder (tazarotene induced) 1
chr2	114519928	114520427	500	*	Intron (ENSMUST00000028640.13/66632, intron 6 of 7)	2	114518145	114545891	27747	2	66632	ENSMUST00000138106.7	25464	ENSMUSG00000057147	Dph6	diphthamine biosynthesis 6
chr17	86013963	86014462	500	*	Intron (ENSMUST00000234761.1/78586, intron 1 of 4)	17	85984947	86040364	55418	2	78586	ENSMUST00000234682.1	25902	ENSMUSG00000024135	Srbd1	S1 RNA binding domain 1
chr12	24734984	24735483	500	*	Distal Intergenic	12	24709029	24713341	4313	1	20135	ENSMUST00000154588.1	25955	ENSMUSG00000020649	Rrm2	ribonucleotide reductase M2
chr11	70871930	70872429	500	*	Exon (ENSMUST00000179676.1/ENSMUST00000179676.1, exon 2 of 2)	11	70844975	70940483	95509	1	54189	ENSMUST00000178245.1	26955	ENSMUSG00000020817	Rabep1	rabaptin, RAB GTPase binding effector protein 1
chr17	69466790	69467289	500	*	Intron (ENSMUST00000169935.1/320722, intron 1 of 1)	17	69439834	69489231	49398	1	320722	ENSMUST00000233983.1	26956	ENSMUSG00000091636	Akain1	A kinase anchor inhibitor 1
chr19	60116398	60116897	500	*	Distal Intergenic	19	60144675	60162591	17917	1	107376	ENSMUST00000065383.10	-27778	NA	E330013P04Rik	RIKEN cDNA E330013P04 gene
chr18	33766159	33766658	500	*	Distal Intergenic	18	33794892	33795986	1095	1	69749	ENSMUST00000146010.2	-28234	ENSMUSG00000087590	Epb41l4aos	erythrocyte membrane protein band 4.1 like 4a, opposite strand
chr19	15880972	15881471	500	*	Distal Intergenic	19	15905130	15909712	4583	2	107272	ENSMUST00000161707.1	28241	ENSMUSG00000024640	Psat1	phosphoserine aminotransferase 1
chr18	53903387	53903886	500	*	Intron (ENSMUST00000069597.7/70425, intron 3 of 12)	18	53932244	53948671	16428	1	70425	ENSMUST00000236399.1	-28358	ENSMUSG00000073563	Csnk1g3	casein kinase 1, gamma 3
chrX	72887890	72888389	500	*	Distal Intergenic	20	72913704	72916856	3153	2	26370	ENSMUST00000033713.10	28467	ENSMUSG00000031347	Cetn2	centrin 2
