Name	Size	NES	NOM p-value	FDR q-value	Gene Details
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	145.0	-3.346011	0.0	0.0	CCL2,CXCL12,VEGFC,TSLP,CCL16,TGFB1,TNFRSF1A,IL11RA,IL2RA,IL3RA,IL2RG,FLT4,TNFSF10,CCL14,IL10RA,IL4R,TNFRSF14,LTBR,TNFRSF10D,IL8,TNFRSF8,TNFRSF12A,TNFRSF1B,LEP,FLT3LG,CSF1,TNFRSF10C,CXCR5,CSF2RB,CSF3R,CCL18,CXCL9,CCL3,OSMR,PLEKHO2,CCR10,INHBB,TNFRSF25,CD27,CCR2,TNFRSF4,TNFSF15,CXCR4,TNFRSF11A,CX3CL1,IL2RB,CCL8,CXCR2,INHBA,PDGFB,CCR7,CXCL2,IL18RAP,TNFRSF10A,CX3CR1,CCL19,IL12RB2,CLCF1,LEPR,PDGFA,CXCR1,NGFR,TNFRSF11B,CXCL10,TPO,IL6,CCL21
KEGG_CHEMOKINE_SIGNALING_PATHWAY	138.0	-3.174096	0.0	0.0	GNG11,PXN,GNG5,ADCY5,ROCK2,GRB2,PLCB2,ARRB2,HCK,NRAS,PRKCD,CCL2,CXCL12,CCL16,RELA,STAT2,SHC1,PRKX,IKBKB,PIK3CD,TIAM2,GNG2,ADCY9,PREX1,ADRBK1,MAPK3,CCL14,LYN,GRK4,SHC2,TIAM1,PIK3R3,RAC2,IL8,PTK2B,HRAS,BCAR1,CSK,GRK5,CXCR5,ADCY1,CCL18,CXCL9,CCL3,ADCY4,MAP2K1,PLCB1,CCR10,FGR,PRKCZ,ELMO1,CCR2,JAK3,CXCR4,CX3CL1,CCL8,CXCR2,ITK,CCR7,PLCB4,CXCL2,PRKCB,CX3CR1,CCL19,CXCR1,CXCL10,CCL21
KEGG_AXON_GUIDANCE	103.0	-2.9156275	0.0	0.0	FES,RAC1,PLXNA2,CFL1,SEMA4G,SEMA3D,NCK1,DPYSL2,NFATC1,KRAS,SEMA3A,PPP3CC,ROCK2,NRP1,PLXNC1,SEMA3G,NRAS,SEMA5A,PLXNB1,EFNB1,CXCL12,NFATC4,NCK2,EPHB2,EPHA1,ABLIM1,PAK4,SEMA6A,SEMA5B,LIMK2,SEMA7A,MAPK3,ABLIM3,UNC5B,SEMA4D,FYN,NTN4,RAC2,EFNA4,HRAS,SEMA6C,PLXNA1,EFNB2,SRGAP2,ABLIM2,SLIT3,SEMA4A,SRGAP3,PAK3,CXCR4,EFNA1,EPHA3,EPHB1,EPHB4,SEMA4C,SEMA3F,SLIT2,EPHB3,EFNB3,EPHA2,SEMA6B,NTN1
KEGG_GRAFT_VERSUS_HOST_DISEASE	19.0	-2.8265553	0.0	0.0	HLA-E,CD28,HLA-F,PRF1,KLRD1,HLA-A,HLA-C,HLA-B,HLA-DPB1,IL6,HLA-DPA1
KEGG_CALCIUM_SIGNALING_PATHWAY	110.0	-2.7327535	0.0	0.0	ADCY7,ATP2B1,ERBB2,EDNRA,PLCD4,LTB4R2,ATP2A3,PRKCA,P2RX7,ATP2A2,TNNC2,BDKRB2,GNA15,SLC8A1,PPP3CC,ADRB1,PHKG2,GNA11,PLCB2,PLCG1,ITPKB,ATP2B4,CAMK2G,ERBB4,PRKX,ATP2A1,PLCD3,ADCY9,RYR1,CACNA1A,CALM1,PTK2B,PTGFR,HRH1,ADCY1,PLCG2,ADCY4,ITPR3,PLCB1,ERBB3,NOS3,TACR1,PLCD1,ITPR1,P2RX6,BST1,F2R,MYLK,PDE1C,GRIN2C,P2RX1,PLN,PLCB4,CACNA1C,TBXA2R,PRKCB,NOS2,CACNA1H,HRH2,SPHK1,LHCGR,RYR2
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	80.0	-2.6701496	0.0	0.00034820946	VAV2,SYK,NFATC1,KRAS,TNFRSF10B,SOS1,PPP3CC,GRB2,PLCG1,IFNAR1,NRAS,NFATC4,SHC1,PIK3CD,TNFSF10,ICAM2,HCST,MAPK3,GZMB,SH3BP2,TNFRSF10D,SHC2,FYN,LCP2,PIK3R3,RAC2,PTK2B,HRAS,TNFRSF10C,PLCG2,CD48,MAP2K1,HLA-E,ITGAL,ZAP70,ICAM1,LCK,PRKCB,TNFRSF10A,LAT,PRF1,KLRD1,HLA-A,CD247,HLA-C,HLA-B
KEGG_DILATED_CARDIOMYOPATHY	64.0	-2.6481605	0.0	0.00029846525	ADCY7,CACNA2D4,ITGA1,CACNB3,ACTG1,ATP2A2,TPM4,ACTB,SLC8A1,ADRB1,ADCY5,TPM1,DAG1,LMNA,TGFB1,ITGB5,PRKX,ITGA9,TPM3,CACNB1,ADCY9,ITGA4,ITGB3,ITGA6,ITGB7,ITGA5,SGCG,ADCY1,ADCY4,CACNA2D3,ITGA3,ITGA2,PLN,CACNA1C,TPM2,ITGB8,CACNB2,ITGB4,RYR2,SGCA
KEGG_CELL_ADHESION_MOLECULES_CAMS	90.0	-2.5636435	0.0	0.00061622245	ITGA9,SELE,CD34,ITGA4,PVRL2,ICAM2,PVR,CD274,ITGA6,SELL,CDH5,ITGB7,CLDN5,CNTN1,ESAM,JAM2,HLA-E,ICAM3,PECAM1,CD28,CD2,NFASC,CD6,CD8A,HLA-F,SELP,ITGAL,MPZ,ICAM1,CADM3,ITGB8,NRXN2,HLA-A,HLA-C,HLA-B,HLA-DPB1,HLA-DPA1
KEGG_AUTOIMMUNE_THYROID_DISEASE	19.0	-2.4722736	0.0	0.0020214214	HLA-E,CD28,HLA-F,PRF1,HLA-A,HLA-C,HLA-B,TPO,HLA-DPB1,HLA-DPA1
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	97.0	-2.4552712	0.0	0.0019230765	S1PR4,VIPR2,S1PR2,PTGFR,NPY1R,LPAR2,PTGER4,THRA,LEP,HRH1,GABRB3,GABRP,CHRNB1,NMUR1,TACR1,P2RX6,CHRNE,GZMA,F2R,SSTR1,GRIN2C,P2RX1,TBXA2R,PTGIR,MC1R,APLNR,LEPR,FPR1,HRH2,GRIA1,GABRA2,LHCGR,GRIN2B
